-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,25,25,25,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,93,71,71,71,71,71,71,71,71,72,-1,-1,-1,-1,-1,-1,70,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,71,71,71,71,71,71,71,71,71,71,71,-1,-1,-1,-1,-1,-1,-1,-1,116,25,25,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,-1,-1,-1
-1,-1,-1,-1,-1,71,71,72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,25,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,-1,-1,-1
-1,-1,-1,-1,49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,25,26,-1,-1,-1,-1,-1,-1,-1,47,-1,-1,-1
71,71,71,71,72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70,71,71,71,71,71,71,71,71,71,71,-1,-1,-1,-1,25,25,26,78,101,79,81,47,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,-1,-1,-1,-1,-1,49,-1,101,-1,-1,47,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70,71,-1,-1,-1,-1,49,-1,101,-1,-1,47,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,24,25,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70,-1,-1,-1,49,-1,101,-1,-1,47,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,24,-1,-1,-1,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70,-1,-1,49,-1,101,-1,-1,47,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,47,-1,-1,-1,-1,26,78,79,79,79,79,79,101,79,79,79,81,24,25,25,25,26,-1,-1,-1,-1,-1,-1,-1,70,71,72,-1,101,-1,-1,70,71,71,-1
-1,-1,-1,-1,-1,-1,24,25,-1,-1,-1,-1,-1,49,-1,-1,-1,-1,-1,-1,101,-1,-1,-1,-1,47,-1,-1,-1,-1,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,101,-1,-1,-1,-1,-1,47
-1,-1,-1,-1,-1,-1,47,-1,-1,-1,-1,-1,-1,-1,26,-1,-1,-1,-1,-1,101,-1,-1,-1,24,-1,-1,-1,-1,-1,-1,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,101,-1,-1,-1,-1,24,-1
-1,-1,-1,-1,24,25,-1,-1,-1,-1,-1,-1,-1,-1,49,-1,-1,-1,-1,-1,101,-1,-1,-1,47,-1,-1,-1,-1,-1,-1,-1,26,-1,-1,-1,-1,-1,-1,-1,-1,101,-1,-1,-1,24,-1,-1
25,25,25,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,49,-1,-1,-1,-1,-1,101,-1,-1,-1,47,-1,-1,-1,-1,-1,-1,-1,49,-1,-1,-1,-1,-1,-1,-1,-1,101,-1,-1,24,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,25,25,25,25,25,25,25,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,25,25,25,25,25,25,25,25,25,25,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
